"Format","MoTeC CSV File",,,"Workbook","GPS"
"Venue","AutoX_FSA2015",,,"Worksheet","Worksheet (1)"
"Vehicle","GFR15e",,,"Vehicle Desc",""
"Driver","Tim Fritz",,,"Engine ID",""
"Device","ADL"
"Comment","AutoX",,,"Session",""
"Log Date","12.08.2015",,,"Origin Time","0,000","s"
"Log Time","19:23:36",,,"Start Time","0,000","s"
"Sample Rate","25,000","Hz",,"End Time","268,000","s"
"Duration","268,000","s",,"Start Distance","0","m"
"Range","No Lap (selection)",,,"End Distance","2073","m"


"Time","Giga DrivenDistance [m]","Giga VehicleSpeed [km/h]"
"s","m","km/h"


"106,120","32","0,0"
"106,160","32","0,0"
"106,200","32","0,0"
"106,240","32","0,0"
"106,280","32","0,0"
"106,320","32","0,0"
"106,360","32","0,0"
"106,400","32","0,0"
"106,440","32","0,0"
"106,480","32","0,0"
"106,520","32","0,0"
"106,560","32","0,0"
"106,600","32","0,0"
"106,640","32","0,0"
"106,680","32","0,0"
"106,720","32","0,0"
"106,760","32","0,0"
"106,800","32","0,0"
"106,840","32","0,0"
"106,880","32","0,0"
"106,920","32","0,0"
"106,960","32","0,0"
"107,000","32","0,0"
"107,040","32","0,0"
"107,080","32","0,0"
"107,120","32","0,0"
"107,160","32","0,0"
"107,200","32","0,0"
"107,240","32","0,0"
"107,280","32","0,0"
"107,320","32","0,0"
"107,360","32","0,0"
"107,400","32","0,0"
"107,440","32","0,0"
"107,480","32","0,0"
"107,520","32","0,0"
"107,560","32","0,0"
"107,600","32","0,0"
"107,640","32","0,0"
"107,680","32","0,0"
"107,720","32","0,0"
"107,760","32","0,0"
"107,800","32","0,0"
"107,840","32","0,0"
"107,880","32","0,0"
"107,920","32","0,0"
"107,960","32","0,0"
"108,000","32","0,0"
"108,040","32","0,0"
"108,080","32","0,0"
"108,120","32","0,0"
"108,160","32","0,0"
"108,200","32","0,0"
"108,240","32","0,0"
"108,280","32","0,0"
"108,320","32","0,0"
"108,360","32","0,0"
"108,400","32","0,0"
"108,440","32","0,0"
"108,480","32","0,0"
"108,520","32","0,0"
"108,560","32","0,0"
"108,600","32","0,0"
"108,640","32","0,0"
"108,680","32","0,0"
"108,720","32","0,0"
"108,760","32","0,0"
"108,800","32","0,0"
"108,840","32","0,0"
"108,880","32","0,0"
"108,920","32","0,0"
"108,960","32","0,0"
"109,000","32","0,0"
"109,040","32","0,0"
"109,080","32","0,0"
"109,120","32","0,0"
"109,160","32","0,0"
"109,200","32","0,0"
"109,240","32","0,0"
"109,280","32","0,0"
"109,320","32","0,0"
"109,360","32","0,0"
"109,400","32","0,0"
"109,440","32","0,0"
"109,480","32","0,0"
"109,520","32","0,0"
"109,560","32","0,0"
"109,600","32","0,0"
"109,640","32","0,0"
"109,680","32","0,0"
"109,720","32","0,0"
"109,760","32","0,0"
"109,800","32","0,0"
"109,840","32","0,0"
"109,880","32","2,6"
"109,920","32","3,8"
"109,960","32","6,1"
"110,000","32","7,0"
"110,040","32","8,5"
"110,080","32","9,8"
"110,120","32","11,5"
"110,160","33","12,6"
"110,200","33","13,8"
"110,240","33","14,6"
"110,280","33","15,6"
"110,320","33","17,0"
"110,360","34","18,3"
"110,400","34","18,7"
"110,440","34","19,5"
"110,480","34","20,7"
"110,520","34","22,0"
"110,560","35","22,6"
"110,600","35","23,4"
"110,640","35","24,4"
"110,680","35","25,6"
"110,720","35","26,8"
"110,760","36","27,8"
"110,800","36","29,2"
"110,840","36","30,3"
"110,880","37","31,1"
"110,920","37","32,4"
"110,960","38","33,6"
"111,000","38","34,7"
"111,040","38","35,8"
"111,080","39","36,9"
"111,120","39","37,6"
"111,160","40","38,4"
"111,200","40","39,4"
"111,240","40","40,0"
"111,280","41","41,0"
"111,320","41","41,9"
"111,360","42","42,2"
"111,400","42","42,9"
"111,440","42","43,9"
"111,480","43","44,6"
"111,520","43","45,7"
"111,560","44","47,1"
"111,600","45","47,9"
"111,640","45","49,3"
"111,680","46","50,4"
"111,720","46","51,2"
"111,760","47","52,6"
"111,800","47","53,4"
"111,840","48","54,0"
"111,880","49","54,6"
"111,920","49","55,5"
"111,960","50","56,2"
"112,000","50","56,4"
"112,040","51","57,0"
"112,080","52","56,6"
"112,120","52","56,7"
"112,160","53","57,3"
"112,200","54","57,9"
"112,240","54","58,3"
"112,280","55","58,1"
"112,320","55","58,5"
"112,360","56","58,6"
"112,400","57","58,6"
"112,440","58","59,2"
"112,480","59","59,9"
"112,520","59","60,4"
"112,560","60","61,0"
"112,600","60","61,4"
"112,640","61","62,1"
"112,680","62","62,8"
"112,720","62","63,8"
"112,760","63","64,9"
"112,800","64","65,9"
"112,840","64","67,2"
"112,880","65","68,4"
"112,920","65","69,2"
"112,960","66","69,5"
"113,000","67","70,4"
"113,040","68","71,2"
"113,080","69","72,2"
"113,120","69","73,0"
"113,160","70","73,8"
"113,200","71","74,8"
"113,240","72","75,3"
"113,280","73","75,6"
"113,320","73","76,3"
"113,360","74","76,9"
"113,400","75","77,3"
"113,440","76","76,8"
"113,480","77","74,9"
"113,520","78","74,2"
"113,560","79","72,6"
"113,600","80","70,6"
"113,640","80","69,1"
"113,680","81","67,5"
"113,720","81","65,3"
"113,760","82","64,2"
"113,800","83","61,0"
"113,840","84","53,2"
"113,880","85","51,2"
"113,920","85","57,4"
"113,960","86","51,2"
"114,000","86","48,5"
"114,040","87","47,6"
"114,080","88","53,3"
"114,120","88","52,6"
"114,160","89","52,6"
"114,200","89","51,8"
"114,240","90","50,7"
"114,280","91","50,0"
"114,320","91","49,0"
"114,360","92","48,4"
"114,400","92","47,4"
"114,440","92","46,3"
"114,480","93","44,9"
"114,520","93","44,6"
"114,560","94","43,2"
"114,600","94","42,5"
"114,640","94","42,0"
"114,680","95","41,3"
"114,720","95","40,4"
"114,760","96","39,6"
"114,800","96","38,9"
"114,840","96","38,2"
"114,880","97","37,3"
"114,920","97","36,9"
"114,960","98","36,2"
"115,000","98","35,6"
"115,040","98","35,2"
"115,080","99","35,0"
"115,120","99","34,6"
"115,160","100","34,4"
"115,200","100","34,6"
"115,240","100","35,0"
"115,280","101","35,3"
"115,320","101","35,6"
"115,360","102","36,0"
"115,400","102","36,4"
"115,440","102","36,9"
"115,480","103","37,9"
"115,520","103","39,0"
"115,560","104","40,0"
"115,600","104","40,9"
"115,640","105","42,3"
"115,680","106","43,6"
"115,720","106","45,0"
"115,760","107","46,6"
"115,800","107","47,8"
"115,840","107","49,5"
"115,880","108","51,1"
"115,920","108","52,4"
"115,960","109","54,0"
"116,000","110","55,1"
"116,040","110","55,6"
"116,080","111","58,8"
"116,120","111","59,0"
"116,160","112","59,1"
"116,200","113","58,0"
"116,240","113","58,2"
"116,280","114","57,3"
"116,320","114","55,4"
"116,360","115","54,4"
"116,400","116","52,8"
"116,440","116","52,8"
"116,480","117","52,6"
"116,520","117","51,6"
"116,560","118","50,8"
"116,600","119","50,0"
"116,640","119","49,9"
"116,680","120","50,1"
"116,720","120","49,8"
"116,760","121","49,7"
"116,800","121","49,1"
"116,840","122","49,0"
"116,880","123","48,7"
"116,920","123","48,4"
"116,960","124","48,3"
"117,000","124","48,1"
"117,040","125","48,2"
"117,080","126","48,3"
"117,120","126","48,6"
"117,160","127","48,2"
"117,200","127","48,3"
"117,240","127","48,4"
"117,280","128","48,4"
"117,320","128","47,9"
"117,360","129","47,3"
"117,400","130","47,9"
"117,440","130","48,8"
"117,480","131","49,9"
"117,520","131","50,1"
"117,560","132","49,0"
"117,600","132","49,1"
"117,640","132","49,2"
"117,680","133","48,7"
"117,720","133","48,2"
"117,760","134","48,1"
"117,800","135","48,0"
"117,840","135","48,2"
"117,880","136","47,9"
"117,920","136","48,4"
"117,960","137","48,8"
"118,000","137","49,3"
"118,040","138","49,1"
"118,080","139","48,8"
"118,120","139","48,8"
"118,160","140","48,4"
"118,200","140","49,1"
"118,240","140","49,6"
"118,280","141","49,2"
"118,320","141","49,0"
"118,360","142","48,4"
